Bot Name,Util,one,Log Analysis,Calculation2,Calculation3,Calculation1,Category,City (group),City,Country,Bot Owner,Discount,Number of Records (copy),Number of Records,Date,Postal Code,Process Name,Product ID,Product Name,Profit,Quantity,Region,Row ID,Sales,Schedule 1,Schedule,Ship Date,State,Status,Sub-Category
AT-10435,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,France,Alyssa Tate,0,2,1,09-12-2017,90004,CA-2017-102407,OFF-AP-10001394,Harmony Air Purifier,68.04,1,West,4293,189,4,4,13-12-2017,California,Active,2
DW-13195,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Redmond,United States,David Wiener,0.5,2,1,22-10-2017,97756,CA-2017-101581,FUR-TA-10002607,KI Conference Tables,-120.513,5,West,4295,177.225,5,5,27-10-2017,Oregon,Inactive,17
TH-21235,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,Tiffany House,0,2,1,04-09-2017,90032,CA-2017-117261,OFF-ST-10000419,"Rogers Jumbo File, Granite",0.543200000,4,West,4297,54.32,6,6,10-09-2017,California,Inactive,15
PO-18850,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Tallahassee,France,Patrick O'Brill,0.2,2,1,23-08-2017,32303,CA-2017-129021,TEC-PH-10001459,Samsung Galaxy Mega 6.3,327.5922,13,South,4298,4367.896,3,3,26-08-2017,Florida,Active,14
PO-18850,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Tallahassee,France,Patrick O'Brill,0.2,2,1,23-08-2017,32303,CA-2017-129021,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",15.49,2,South,4299,49.568,3,3,26-08-2017,Florida,Active,13
PO-18850,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Tallahassee,France,Patrick O'Brill,0.2,2,1,23-08-2017,32303,CA-2017-129021,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,12.1032,6,South,4300,161.376,3,3,26-08-2017,Florida,Active,2
PO-18850,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Tallahassee,France,Patrick O'Brill,0.2,2,1,23-08-2017,32303,CA-2017-129021,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",0.4176,2,South,4301,2.784,3,3,26-08-2017,Florida,Active,10
PO-18850,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Tallahassee,France,Patrick O'Brill,0.2,2,1,23-08-2017,32303,CA-2017-129021,OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",2.943,5,South,4302,8.72,3,3,26-08-2017,Florida,Active,13
AH-10585,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Seattle,France,Angele Hood,0,2,1,26-10-2014,98105,CA-2014-162278,FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,3.196,4,West,4305,63.92,4,4,30-10-2014,Washington,Active,10
AH-10585,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Seattle,France,Angele Hood,0.2,2,1,26-10-2014,98105,CA-2014-162278,TEC-PH-10000526,Vtech CS6719,38.396,5,West,4306,383.96,4,4,30-10-2014,Washington,Active,14
WB-21850,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,William Brown,0.2,2,1,04-11-2014,90045,CA-2014-125829,TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,66.6344,7,West,4309,666.344,7,7,11-11-2014,California,Active,14
WB-21850,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,William Brown,0.2,2,1,04-11-2014,90045,CA-2014-125829,FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",-64.5444,4,West,4310,573.728,7,7,11-11-2014,California,Active,17
WB-21850,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,William Brown,0.2,2,1,04-11-2014,90045,CA-2014-125829,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,8.226,3,West,4311,21.936,7,7,11-11-2014,California,Active,4
WB-21850,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,William Brown,0,2,1,04-11-2014,90045,CA-2014-125829,OFF-PA-10000223,Xerox 2000,9.3312,3,West,4312,19.44,7,7,11-11-2014,California,Active,13
WB-21850,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,William Brown,0.2,2,1,04-11-2014,90045,CA-2014-125829,TEC-MA-10003246,Hewlett-Packard Deskjet D4360 Printer,139.99,4,West,4313,447.968,7,7,11-11-2014,California,Active,12
AB-10165,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,Alan Barnes,0,2,1,25-06-2015,90045,CA-2015-115945,OFF-AR-10004062,Staples in misc. colors,5.24,2,West,4315,20.96,6,6,01-07-2015,California,Active,3
AB-10165,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,Alan Barnes,0.2,2,1,25-06-2015,90045,CA-2015-115945,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",27.735,3,West,4316,88.752,6,6,01-07-2015,California,Active,4
AB-10165,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,Alan Barnes,0,2,1,25-06-2015,90045,CA-2015-115945,OFF-ST-10001963,Tennsco Regal Shelving Units,9.126900000,3,West,4317,304.23,6,6,01-07-2015,California,Active,15
HA-14920,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",San Francisco,United States,Helen Andreada,0,2,1,26-07-2015,94110,CA-2015-136735,OFF-EN-10002230,Airmail Envelopes,78.8942,2,West,4318,167.86,7,7,02-08-2015,California,Active,8
DC-13285,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Richmond,United States,Debra Catini,0,2,1,07-12-2017,23223,US-2017-136189,FUR-FU-10000175,DAX Wood Document Frame.,25.5378,6,South,4319,82.38,4,4,11-12-2017,Virginia,Active,10
TB-21355,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Plainfield,India,Todd Boyes,0,2,1,25-01-2016,07060,CA-2016-153346,OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",2.3025,3,East,4327,9.21,2,2,27-01-2016,New Jersey,Inactive,3
TB-21355,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Plainfield,India,Todd Boyes,0,2,1,25-01-2016,07060,CA-2016-153346,OFF-PA-10000007,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",8.28,5,East,4328,18,2,2,27-01-2016,New Jersey,Inactive,13
JC-15775,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",New York City,United States,John Castell,0,2,1,01-04-2017,10011,CA-2017-118360,OFF-PA-10000791,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",19.3185,9,East,4329,42.93,6,6,07-04-2017,New York,Active,13
PO-18850,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Hialeah,United States,Patrick O'Brill,0.2,2,1,03-10-2017,33012,CA-2017-149853,OFF-PA-10000556,Xerox 208,5.4432,3,South,4330,15.552,6,6,09-10-2017,Florida,Active,13
PO-18850,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Hialeah,United States,Patrick O'Brill,0.2,2,1,03-10-2017,33012,CA-2017-149853,OFF-AP-10000804,Hoover Portapower Portable Vacuum,1.12,5,South,4331,17.92,6,6,09-10-2017,Florida,Active,2
JL-15130,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Lancaster,United States,Jack Lebron,0.2,2,1,11-04-2017,43130,US-2017-100482,OFF-ST-10001325,Sterilite Officeware Hinged File Box,1.4672,2,East,4351,16.768,4,4,15-04-2017,Ohio,Active,15
JL-15130,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Lancaster,United States,Jack Lebron,0.2,2,1,11-04-2017,43130,US-2017-100482,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,-4.746,2,East,4352,27.12,4,4,15-04-2017,Ohio,Active,1
CP-12340,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Warwick,India,Christine Phan,0,2,1,21-05-2016,02886,CA-2016-127642,OFF-PA-10000565,Easy-staple paper,54.8604,2,East,4361,111.96,2,2,23-05-2016,Rhode Island,Inactive,13
LL-16840,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Lafayette,France,Lauren Leatherbury,0,2,1,17-02-2017,70506,US-2017-163195,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,8.4564,3,South,4362,29.16,4,4,21-02-2017,Louisiana,Active,14
HA-14920,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Chicago,France,Helen Andreada,0.2,2,1,11-09-2017,60623,CA-2017-117044,OFF-FA-10000936,Acco Hot Clips Clips to Go,3.29,4,Central,4368,10.528,2,2,13-09-2017,Illinois,Active,9
HA-14920,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Chicago,France,Helen Andreada,0.2,2,1,11-09-2017,60623,CA-2017-117044,OFF-PA-10003657,Xerox 1927,6.42,6,Central,4369,20.544,2,2,13-09-2017,Illinois,Active,13
LH-16900,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Elkhart,France,Lena Hernandez,0,2,1,23-07-2017,46514,US-2017-169320,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",5.4896,2,Central,4373,11.68,2,2,25-07-2017,Indiana,Active,3
LH-16900,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Elkhart,France,Lena Hernandez,0,2,1,23-07-2017,46514,US-2017-169320,TEC-AC-10002550,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",11.1825,5,Central,4374,159.75,2,2,25-07-2017,Indiana,Active,1
BT-11305,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",San Gabriel,United States,Beth Thompson,0,2,1,25-04-2014,91776,CA-2014-166954,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",63.6825,5,West,4376,303.25,5,5,30-04-2014,California,Active,10
BT-11305,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",San Gabriel,United States,Beth Thompson,0,2,1,25-04-2014,91776,CA-2014-166954,OFF-AP-10001391,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,78.5088,3,West,4377,270.72,5,5,30-04-2014,California,Active,2
BT-11305,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",San Gabriel,United States,Beth Thompson,0.2,2,1,25-04-2014,91776,CA-2014-166954,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,148.704,5,West,4378,1487.04,5,5,30-04-2014,California,Active,6
TB-21625,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",San Francisco,United States,Trudy Brown,0,2,1,25-10-2015,94110,CA-2015-152891,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,16.3215,3,West,4381,60.45,5,5,30-10-2015,California,Active,3
TB-21625,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",San Francisco,United States,Trudy Brown,0.2,2,1,25-10-2015,94110,CA-2015-152891,FUR-TA-10001857,Balt Solid Wood Rectangular Table,-31.647,3,West,4382,253.176,5,5,30-10-2015,California,Active,17
BP-11095,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",San Francisco,United States,Bart Pistole,0,2,1,27-10-2016,94122,CA-2016-156811,OFF-AP-10001366,Staple holder,11.8584,4,West,4387,43.92,6,6,02-11-2016,California,Inactive,2
BP-11095,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",San Francisco,United States,Bart Pistole,0.2,2,1,27-10-2016,94122,CA-2016-156811,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",7.8225,3,West,4388,25.032,6,6,02-11-2016,California,Inactive,4
CD-11920,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",New York City,India,Carlos Daly,0,2,1,20-11-2017,10035,CA-2017-111556,OFF-PA-10003651,Xerox 1968,22.4448,7,East,4389,46.76,2,2,22-11-2017,New York,Active,13
CD-11920,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",New York City,India,Carlos Daly,0.2,2,1,20-11-2017,10035,CA-2017-111556,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",-25.2956,2,East,4390,183.968,2,2,22-11-2017,New York,Active,5
CD-11920,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",New York City,India,Carlos Daly,0,2,1,20-11-2017,10035,CA-2017-111556,TEC-PH-10001459,Samsung Galaxy Mega 6.3,327.5922,3,East,4391,1259.97,2,2,22-11-2017,New York,Active,14
CD-11920,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",New York City,India,Carlos Daly,0,2,1,20-11-2017,10035,CA-2017-111556,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,19.3116,3,East,4392,68.97,2,2,22-11-2017,New York,Active,3
AH-10690,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",San Diego,United States,Anna Häberlin,0.2,2,1,15-11-2016,92024,CA-2016-148740,TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,27.1032,2,West,4397,361.376,4,4,19-11-2016,California,Inactive,14
JL-15835,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Philadelphia,United States,John Lee,0.3,2,1,07-07-2014,19120,US-2014-138758,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",-46.7362,2,East,4398,172.186,4,4,11-07-2014,Pennsylvania,Active,6
JL-15835,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Philadelphia,United States,John Lee,0.2,2,1,07-07-2014,19120,US-2014-138758,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",12.0764,2,East,4399,69.008,4,4,11-07-2014,Pennsylvania,Active,10
CL-12565,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",New York City,India,Clay Ludtke,0,2,1,02-09-2014,10009,CA-2014-127936,OFF-AR-10002445,SANFORD Major Accent Highlighters,8.0712,3,East,4404,21.24,2,2,04-09-2014,New York,Active,3
BF-10975,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Columbus,United States,Barbara Fisher,0,2,1,20-11-2016,47201,CA-2016-100041,OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.086,2,Central,4407,9.08,5,5,25-11-2016,Indiana,Inactive,13
BF-10975,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Columbus,United States,Barbara Fisher,0,2,1,20-11-2016,47201,CA-2016-100041,OFF-PA-10000418,Xerox 189,150.984,3,Central,4408,314.55,5,5,25-11-2016,Indiana,Inactive,13
BF-10975,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Columbus,United States,Barbara Fisher,0,2,1,20-11-2016,47201,CA-2016-100041,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.3077,1,Central,4409,4.91,5,5,25-11-2016,Indiana,Inactive,4
TB-21280,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",New York City,India,Toby Braunhardt,0,2,1,21-06-2014,10024,CA-2014-130624,OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",9.039,3,East,4412,19.65,3,3,24-06-2014,New York,Active,13
TB-21280,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",New York City,India,Toby Braunhardt,0,2,1,21-06-2014,10024,CA-2014-130624,TEC-PH-10003963,GE 2-Jack Phone Line Splitter,160.6722,3,East,4413,617.97,3,3,24-06-2014,New York,Active,14
TB-21280,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",New York City,India,Toby Braunhardt,0,2,1,21-06-2014,10024,CA-2014-130624,OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",26.865,3,East,4414,59.7,3,3,24-06-2014,New York,Active,2
JB-15400,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Lawrence,United States,Jennifer Braxton,0,2,1,19-08-2017,01841,CA-2017-132339,OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,182.3553,1,East,4415,387.99,4,4,23-08-2017,Massachusetts,Inactive,4
AH-10210,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",San Francisco,United States,Alan Hwang,0.2,2,1,29-11-2014,94122,CA-2014-153983,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,71.99,2,West,4416,575.92,7,7,06-12-2014,California,Active,14
AH-10210,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",San Francisco,United States,Alan Hwang,0,2,1,29-11-2014,94122,CA-2014-153983,OFF-FA-10003495,Staples,15.2,5,West,4417,30.4,7,7,06-12-2014,California,Active,9
TB-21355,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Sandy Springs,India,Todd Boyes,0,2,1,18-05-2017,30328,CA-2017-159464,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",4.4824,2,South,4423,17.24,1,1,19-05-2017,Georgia,Inactive,2
TB-21355,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Sandy Springs,India,Todd Boyes,0,2,1,18-05-2017,30328,CA-2017-159464,FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,75.735,3,South,4424,302.94,1,1,19-05-2017,Georgia,Inactive,5
TB-21355,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Sandy Springs,India,Todd Boyes,0,2,1,18-05-2017,30328,CA-2017-159464,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,15.6375,5,South,4425,34.75,1,1,19-05-2017,Georgia,Inactive,14
TB-21355,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Sandy Springs,India,Todd Boyes,0,2,1,18-05-2017,30328,CA-2017-159464,OFF-BI-10000315,Poly Designer Cover & Back,54.6912,6,South,4426,113.94,1,1,19-05-2017,Georgia,Inactive,4
TB-21355,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Sandy Springs,India,Todd Boyes,0,2,1,18-05-2017,30328,CA-2017-159464,TEC-PH-10002350,Apple EarPods with Remote and Mic,15.6744,2,South,4427,55.98,1,1,19-05-2017,Georgia,Inactive,14
DW-13195,1,1,empty,empty,0.75,,Office Supplies,"Aberdeen, Akron, Albuquerque and 1 more",Albuquerque,United States,David Wiener,0,2,1,22-09-2017,87105,US-2017-103226,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,12.231,3,West,4428,27.18,6,6,28-09-2017,New Mexico,Inactive,13
CL-12565,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Tulsa,United States,Clay Ludtke,0,2,1,21-03-2017,74133,CA-2017-119452,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",523.7052,6,Central,4429,1805.88,6,6,27-03-2017,Oklahoma,Active,6
LT-17110,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Orange,Australia,Liz Thompson,0,2,1,14-09-2017,07050,CA-2017-147725,OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,18.447,3,East,4430,70.95,0,0,14-09-2017,New Jersey,Active,3
AP-10915,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Henderson,France,Arthur Prichep,0,2,1,03-11-2016,42420,CA-2016-168893,OFF-FA-10002280,Advantus Plastic Paper Clips,9.6,4,South,4431,20,5,5,08-11-2016,Kentucky,Active,9
AP-10915,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Henderson,France,Arthur Prichep,0,2,1,03-11-2016,42420,CA-2016-168893,OFF-AR-10001770,Economy #2 Pencils,2.0748,3,South,4432,7.98,5,5,08-11-2016,Kentucky,Active,3
AP-10915,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Henderson,France,Arthur Prichep,0,2,1,03-11-2016,42420,CA-2016-168893,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,9.158,5,South,4433,24.1,5,5,08-11-2016,Kentucky,Active,10
AP-10915,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Henderson,France,Arthur Prichep,0,2,1,03-11-2016,42420,CA-2016-168893,OFF-AR-10003772,Boston 16750 Black Compact Battery Pencil Sharpener,2.625,1,South,4434,8.75,5,5,08-11-2016,Kentucky,Active,3
AP-10915,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Henderson,France,Arthur Prichep,0,2,1,03-11-2016,42420,CA-2016-168893,FUR-TA-10003392,Global Adaptabilities Conference Tables,160.1586,3,South,4435,842.94,5,5,08-11-2016,Kentucky,Active,17
CB-12415,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Chicago,United States,Christy Brittain,0.8,2,1,03-05-2016,60653,CA-2016-163398,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,-3.6003,1,Central,4436,2.182,5,5,08-05-2016,Illinois,Active,4
CB-12415,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Chicago,United States,Christy Brittain,0.2,2,1,03-05-2016,60653,CA-2016-163398,OFF-AR-10003217,Newell 316,2.7384,7,Central,4437,27.384,5,5,08-05-2016,Illinois,Active,3
CB-12415,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Chicago,United States,Christy Brittain,0.8,2,1,03-05-2016,60653,CA-2016-163398,OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,-71.2962,3,Central,4438,26.406,5,5,08-05-2016,Illinois,Active,2
LH-17155,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,Logan Haushalter,0,2,1,19-06-2015,90032,CA-2015-121965,FUR-FU-10000732,Eldon 200 Class Desk Accessories,4.0192,2,West,4449,12.56,4,4,23-06-2015,California,Active,10
LH-17155,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,Logan Haushalter,0,2,1,19-06-2015,90032,CA-2015-121965,OFF-PA-10004355,Xerox 231,3.1104,1,West,4450,6.48,4,4,23-06-2015,California,Active,13
LH-17155,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,Logan Haushalter,0,2,1,19-06-2015,90032,CA-2015-121965,OFF-EN-10000056,Cameo Buff Policy Envelopes,87.7443,3,West,4451,186.69,4,4,23-06-2015,California,Active,8
AA-10645,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",San Francisco,India,Anna Andreadi,0,2,1,04-07-2016,94109,CA-2016-147137,FUR-FU-10000221,"Master Caster Door Stop, Brown",8.636,5,West,4452,25.4,2,2,06-07-2016,California,Active,10
AA-10645,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",San Francisco,India,Anna Andreadi,0,2,1,04-07-2016,94109,CA-2016-147137,OFF-EN-10003567,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",20.6612,2,West,4453,43.96,2,2,06-07-2016,California,Active,8
AA-10645,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",San Francisco,India,Anna Andreadi,0.15,2,1,04-07-2016,94109,CA-2016-147137,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",225.735,5,West,4454,1279.165,2,2,06-07-2016,California,Active,5
AA-10645,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",San Francisco,India,Anna Andreadi,0,2,1,04-07-2016,94109,CA-2016-147137,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,0.558400000,4,West,4455,27.92,2,2,06-07-2016,California,Active,15
DJ-13510,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Philadelphia,United States,Don Jones,0.3,2,1,08-05-2017,19140,CA-2017-156895,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",-23.7822,3,East,4471,128.058,4,4,12-05-2017,Pennsylvania,Inactive,6
BD-11620,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Lawton,Australia,Brian DeCherney,0,2,1,22-10-2017,73505,CA-2017-130211,OFF-ST-10000129,Fellowes Recycled Storage Drawers,23.3163,3,Central,4478,333.09,0,0,22-10-2017,Oklahoma,Active,15
BD-11620,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Lawton,Australia,Brian DeCherney,0,2,1,22-10-2017,73505,CA-2017-130211,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,54.7756,2,Central,4479,248.98,0,0,22-10-2017,Oklahoma,Active,17
CD-11920,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",New York City,United States,Carlos Daly,0,2,1,24-03-2014,10024,CA-2014-147235,OFF-PA-10004948,Xerox 190,11.703,5,East,4480,24.9,4,4,28-03-2014,New York,Active,13
XP-21865,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,Xylona Preis,0,2,1,03-11-2016,90049,CA-2016-109365,OFF-FA-10001561,Stockwell Push Pins,5.0358,7,West,4481,15.26,5,5,08-11-2016,California,Active,9
XP-21865,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,Xylona Preis,0,2,1,03-11-2016,90049,CA-2016-109365,OFF-AP-10002998,Holmes 99% HEPA Air Purifier,14.2956,2,West,4482,43.32,5,5,08-11-2016,California,Active,2
